name,country,subcountry,geonameid
Dubno,Ukraine,Rivne,709540
Dubovka,Russia,Volgograd Oblast,564654
Dubrovnik,Croatia,Dubrovnik-Neretva,3201047
Dubrājpur,India,West Bengal,1272320
Dubti,Ethiopia,Āfar,338554
Dubuque,United States,Iowa,4854529
Dubăsari,Moldova,Transnistria,618365
Ducheng,China,Guangdong,1811929
Ducos,Martinique,Martinique,3570785
Dudelange,Luxembourg,Esch-sur-Alzette,2960634
Duderstadt,Germany,Lower Saxony,2934728
Dudinka,Russia,Krasnoyarsk Krai,1507116
Dudley,United Kingdom,England,2650839
Duekoué,Ivory Coast,Montagnes,2289549
Duffel,Belgium,Flanders,2799090
Dugda,India,Jharkhand,1272277
Dugulubgey,Russia,Kabardino-Balkariya Republic,537345
Duisburg,Germany,North Rhine-Westphalia,2934691
Duitama,Colombia,Boyacá,3685084
Duiven,Netherlands,Gelderland,2756507
Duiwelskloof,South Africa,Limpopo,1007514
Dukinfield,United Kingdom,England,2650815
Dukku,Nigeria,Gombe,2344418
Dukuhturi,Indonesia,Central Java,1645154
Duliajan,India,Assam,1272259
Dullewala,Pakistan,Punjab,1179496
Dulsberg,Germany,Hamburg,11669496
Duluth,United States,Georgia,4192289
Duluth,United States,Minnesota,5024719
Dum Duma,India,Assam,1272242
Dumaguete,Philippines,Central Visayas,1714201
Dumai,Indonesia,Riau,1645133
Dumas,United States,Texas,5520552
Dumbarton,United Kingdom,Scotland,2650802
Dumbéa,New Caledonia,South Province,2141394
Dumfries,United Kingdom,Scotland,2650798
Dumjor,India,West Bengal,1348739
Dumka,India,Jharkhand,1272237
Dumont,United States,New Jersey,5097357
Dumra,India,Bihar,1272229
Dumraon,India,Bihar,1272225
Dunaharaszti,Hungary,Pest,3053485
Dunajská Streda,Slovakia,Trnava,3060308
Dunakeszi,Hungary,Pest,3053476
Dunayivtsi,Ukraine,Khmelnytskyi,709429
Dunaújváros,Hungary,Fejér,3053438
Dunbage,China,Xinjiang,12420927
Duncan,Canada,British Columbia,5943865
Duncan,United States,Oklahoma,4535389
Duncanville,United States,Texas,4687331
Duncraig,Australia,Western Australia,8349052
Dundalk,Ireland,Leinster,2964540
Dundalk,United States,Maryland,4353765
Dundee,United Kingdom,Scotland,2650752
Dundee,South Africa,KwaZulu-Natal,1007400
Dunedin,New Zealand,Otago,2191562
Dunedin,United States,Florida,4153759
Dunfermline,United Kingdom,Scotland,2650732
Dunga Bunga,Pakistan,Punjab,1179463
Dunhao,China,Chongqing,8400058
Dunhou,China,Jiangxi,1811844
Dunhua,China,Jilin,2037534
Dunhuang,China,Gansu,1529531
Dunkerque,France,Hauts-de-France,3020686
Dunkwa,Ghana,Central,2301400
Dunstable,United Kingdom,England,2650657
Dunwoody,United States,Georgia,4192375
Dunyapur,Pakistan,Punjab,1179450
Duoba,China,Qinghai,1811970
Duobao,China,Hubei,1811829
Dupnitsa,Bulgaria,Kyustendil,726872
Duque de Caxias,Brazil,Rio de Janeiro,3464374
Durango,Spain,Basque Country,3123773
Durango,United States,Colorado,5420241
Durant,United States,Oklahoma,4535414
Durazno,Uruguay,Durazno Department,3442727
Durban,South Africa,KwaZulu-Natal,1007311
Dure,China,Xinjiang,1529529
Durg,India,Chhattisgarh,1272181
Durgapur,India,West Bengal,1272175
Durgāpur,India,Maharashtra,1272177
Durham,United Kingdom,England,2650628
Durham,United States,North Carolina,4464368
Durrës,Albania,Durrës County,3185728
Dursunbey,Turkey,Balıkesir,316102
Dushan,China,Guizhou,1811794
Dushanbe,Tajikistan,Dushanbe,1221874
Dushanzi,China,Xinjiang,1529528
Dushi,China,Chongqing,1811786
Dutse,Nigeria,Jigawa,2344245
Dutsen Wai,Nigeria,Kaduna,2344229
Duxbury,United States,Massachusetts,4935211
Duyun,China,Guizhou,1811764
Duzhou,China,Chongqing,1811758
Dvůr Králové nad Labem,Czechia,Královéhradecký kraj,3061284
Dwārka,India,Gujarat,1272140
Dyat’kovo,Russia,Bryansk Oblast,563822
Dyer,United States,Indiana,4919820
Dyersburg,United States,Tennessee,4619800
Dyker Heights,United States,New York,5115614
Dyurtyuli,Russia,Bashkortostan Republic,563719
Dzaoudzi,Mayotte,Dzaoudzi,921900
Dzerzhinsk,Russia,Nizhny Novgorod Oblast,563708
Dzerzhinskiy,Russia,Moscow Oblast,563705
Dzerzhinsky,Russia,Moscow Oblast,8521440
Dzhankoi,Ukraine,Crimea,709334
Działdowo,Poland,Warmia-Masuria,772748
Dzierżoniów,Poland,Lower Silesia,3099828
Dzuunmod,Mongolia,Central Aimak,2031517
Dzyarzhynsk,Belarus,Minsk,628634
Dzüünharaa,Mongolia,Selenge,2031533
Décines-Charpieu,France,Auvergne-Rhône-Alpes,3021662
Dédougou,Burkina Faso,Boucle du Mouhoun,2361477
Désarmes,Haiti,Artibonite,3726674
Dêqên,China,Tibet,1281368
Döbeln,Germany,Saxony,2936658
Dörtyol,Turkey,Hatay,316284
Dún Laoghaire,Ireland,Leinster,2964506
Dübendorf,Switzerland,Zurich,2660971
Dülmen,Germany,North Rhine-Westphalia,2934662
Düren,Germany,North Rhine-Westphalia,2934486
Düsseldorf,Germany,North Rhine-Westphalia,2934246
Düsseldorf-Pempelfort,Germany,North Rhine-Westphalia,11258605
Düzce,Turkey,Düzce,747764
Dādri,India,Uttar Pradesh,1273724
Dāhānu,India,Maharashtra,1273708
Dākor,India,Gujarat,1273665
Dāmghān,Iran,Semnan,138025
Dāmnagar,India,Gujarat,1273593
Dār Kulayb,Bahrain,Southern Governorate,290269
Dārayyā,Syria,Rif-dimashq,170892
Dārchulā,Nepal,Sudurpashchim Pradesh,1283484
Dārjiling,India,West Bengal,1273467
Dārwha,India,Maharashtra,1273440
Dārzciems,Latvia,Alūksne Municipality,460433
Dārāb,Iran,Fars,137956
Dāsna,India,Uttar Pradesh,1273416
Dātāganj,India,Uttar Pradesh,1273409
Dąbrowa Górnicza,Poland,Silesia,3100796
Dębica,Poland,Subcarpathia,773380
Dęblin,Poland,Lublin,773357
Děčín,Czechia,Ústecký kraj,3077244
Dĩ An,Vietnam,Bình Dương,1583518
Dīdwāna,India,Rajasthan,1272640
Dīg,India,Rajasthan,1272639
Dīglūr,India,Maharashtra,1272606
Dīla,Ethiopia,SNNPR,338998
Dīnhāta,India,West Bengal,1272532
Dīnānagar,India,Punjab,1272546
Dīsa,India,Gujarat,1272513
Dūmā,Syria,Rif-dimashq,170592
Dūngarpur,India,Rajasthan,1272201
Dūrā,Palestinian Territory,West Bank,284011
Ea Drăng,Vietnam,Đắk Lắk,8724987
Eagan,United States,Minnesota,5024825
Eagle,United States,Idaho,5591778
Eagle Mountain,United States,Utah,5774215
Eagle Pass,United States,Texas,5520677
Eagle River,United States,Alaska,5861187
Earl Shilton,United Kingdom,England,6693007
Earlsfield,United Kingdom,England,8063096
Earlwood,Australia,New South Wales,2167949
Easley,United States,South Carolina,4577263
East Amherst,United States,New York,5115699
East Brainerd,United States,Tennessee,4619943
East Brunswick,United States,New Jersey,5097402
East Chattanooga,United States,Tennessee,4619947
East Chicago,United States,Indiana,4919857
East Cleveland,United States,Ohio,5152599
East Concord,United States,New Hampshire,5085688
East Dereham,United Kingdom,England,2650470
East Elmhurst,United States,New York,5115835
East End-Danforth,Canada,Ontario,12156890
East Flatbush,United States,New York,5115843
East Florence,United States,Alabama,4059870
East Garfield Park,United States,Illinois,4890507
East Grinstead,United Kingdom,England,2650435
East Gwillimbury,Canada,Ontario,5945707
East Hampton,United States,Virginia,4756955
East Harlem,United States,New York,6332428
East Hartford,United States,Connecticut,4833403
East Haven,United States,Connecticut,4833425
East Hemet,United States,California,5344942
East Hill-Meridian,United States,Washington,7261759
East Honolulu,United States,Hawaii,7315245
East Independence,United States,Missouri,4385018
East Jerusalem,Palestinian Territory,West Bank,7303419
East Kilbride,United Kingdom,Scotland,2650405
East Lake,United States,Florida,4154008
East Lake-Orient Park,United States,Florida,7259705
East Lansing,United States,Michigan,4991640
East London,South Africa,Eastern Cape,1006984
East Longmeadow,United States,Massachusetts,4935434
East Los Angeles,United States,California,5344994
East Massapequa,United States,New York,5115962
East Meadow,United States,New York,5115960
East Millcreek,United States,Utah,5774301
East Molesey,United Kingdom,England,2650376
East Moline,United States,Illinois,4890536
East Naples,United States,Florida,4154031
East New York,United States,New York,5115985
East Northport,United States,New York,5115989
East Norwalk,United States,Connecticut,4833505
East Orange,United States,New Jersey,5097441
East Palo Alto,United States,California,5345032
East Patchogue,United States,New York,5116004
East Pensacola Heights,United States,Florida,4154047
East Peoria,United States,Illinois,4890549
East Point,United States,Georgia,4192674
East Providence,United States,Rhode Island,5221931
East Rancho Dominguez,United States,California,5344817
East Ridge,United States,Tennessee,4620131
East Riverdale,United States,Maryland,4353925
East Saint Louis,United States,Illinois,4237579
East Setauket,United States,New York,5116060
East Tremont,United States,New York,5116083
East Village,United States,New York,5116093
Eastbourne,United Kingdom,England,2650497
Eastchester,United States,New York,5116118
Easthampton,United States,Massachusetts,4935582
Eastlake,United States,Ohio,5152833
Eastleigh,United Kingdom,England,2650396
Eastmont,United States,Washington,7315412
Easton,United States,Maryland,4353962
Easton,United States,Massachusetts,4935623
Easton,United States,Pennsylvania,5188140
Eastpointe,United States,Michigan,4991735
Eastvale,United States,California,8096217
Eastwood,Australia,New South Wales,2167840
Eastwood,United Kingdom,England,2650309
Eau Claire,United States,Wisconsin,5251436
Eaubonne,France,Île-de-France,3020601
Ebbw Vale,United Kingdom,Wales,2650285
Ebebiyin,Equatorial Guinea,Kié-Ntem,2309332
Eberbach,Germany,Baden-Wurttemberg,2934020
Ebersbach an der Fils,Germany,Baden-Wurttemberg,2933959
Eberswalde,Germany,Brandenburg,2933882
Ebetsu,Japan,Hokkaido,2130404
Eboli,Italy,Campania,3177438
Ebute Ikorodu,Nigeria,Lagos,2344082
Ecatepec de Morelos,Mexico,México,3529612
Eccles,United Kingdom,England,2650278
Ech Chettia,Algeria,Chlef,2498954
Echo Park,United States,California,10104154
Eckernförde,Germany,Schleswig-Holstein,2933627
Ed Damer,Sudan,River Nile,380173
Ede,Netherlands,Gelderland,2756429
Edegem,Belgium,Flanders,2799007
Eden,United States,North Carolina,4464873
Eden Prairie,United States,Minnesota,5025219
Edenbridge-Humber Valley,Canada,Ontario,12156839
Edenvale,South Africa,Gauteng,1006834
Edewecht,Germany,Lower Saxony,2933364
Edgewater,United States,Florida,4154205
Edgewater,United States,Illinois,4890701
Edgewood,United States,Maryland,4354087
Edina,United States,Minnesota,5025264
Edinburg,United States,Texas,4688275
Edinburgh,United Kingdom,Scotland,2650225
Edineţ,Moldova,Raionul Edineţ,617076
Edirne,Turkey,Edirne,747712
Edison,United States,New Jersey,5097529
Edmond,United States,Oklahoma,4535740
Edmonds,United States,Washington,5793427
Edmonton,Canada,Alberta,5946768
Edmonton,United Kingdom,England,2650209
Edmundston,Canada,New Brunswick,6545023
Edosaki,Japan,Ibaraki,2112963
Edremit,Turkey,Balıkesir,315985
Edwardsville,United States,Illinois,4237717
Edéa,Cameroon,Littoral,2232239
Eeklo,Belgium,Flanders,2798987
Eersel,Netherlands,North Brabant,2756342
Effium,Nigeria,Ebonyi,2343985
Efon-Alaaye,Nigeria,Ekiti,2343983
Egbe,Nigeria,Kogi,2343943
Eger,Hungary,Heves,721239
Eggenberg,Austria,Styria,2780361
Eggenstein-Leopoldshafen,Germany,Baden-Wurttemberg,2933101
Eggertsville,United States,New York,5116303
Egham,United Kingdom,England,2650188
Eglinton East,Canada,Ontario,7871311
Egra,India,West Bengal,1272101
Egypt Lake-Leto,United States,Florida,4154280
Eha Amufu,Nigeria,Enugu,2343822
Ehen Hudag,China,Inner Mongolia,1811746
Ehingen,Germany,Baden-Wurttemberg,2932924
Eibar,Spain,Basque Country,3123709
Eibergen,Netherlands,Gelderland,2756295
Eidelstedt,Germany,Hamburg,7274677
Eight Mile Plains,Australia,Queensland,2167651
Eiguliai,Lithuania,Kaunas,9610008
Eilat,Israel,Southern District,295277
Eilbek,Germany,Hamburg,2931877
Eilenburg,Germany,Saxony,2931871
Eimsbüttel,Germany,Hamburg,2911293
Einbeck,Germany,Lower Saxony,2931804
Eindhoven,Netherlands,North Brabant,2756253
Eirunepé,Brazil,Amazonas,3664321
Eisen,South Korea,Gyeongsangbuk-do,1832617
Eisenach,Germany,Thuringia,2931574
Eisenhüttenstadt,Germany,Brandenburg,2931481
Eisleben Lutherstadt,Germany,Saxony-Anhalt,7284571
Eislingen,Germany,Baden-Wurttemberg,2931414
Eißendorf,Germany,Hamburg,2931396
Eitorf,Germany,North Rhine-Westphalia,2931361
Eixample,Spain,Catalonia,6544100
Ejea de los Caballeros,Spain,Aragon,3123688
Ejido,Venezuela,Mérida,3644417
Ejigbo,Nigeria,Osun,2343784
Ejura,Ghana,Ashanti,2301217
Ekangala,South Africa,Gauteng,1105726
Ekazhevo,Russia,Ingushetiya Republic,563551
Ekeren,Belgium,Flanders,2798873
Eket,Nigeria,Akwa Ibom,2343720
Ekibastuz,Kazakhstan,Pavlodar Region,1524325
Ekpoma,Nigeria,Edo,2343641
El Abadia,Algeria,Aïn Defla,2498782
El Abiodh Sidi Cheikh,Algeria,El Bayadh,2498775
El Achir,Algeria,Bordj Bou Arréridj,2498766
El Affroun,Algeria,Blida,2498752
El Alia,Tunisia,Bizerte Governorate,2473876
El Amria,Algeria,Aïn Témouchent,2498704
El Aouinet,Algeria,Tébessa,2498667
El Arahal,Spain,Andalusia,2518729
El Asintal,Guatemala,Retalhuleu,3597587
El Astillero,Spain,Cantabria,3123667
El Attaf,Algeria,Aïn Defla,2498590
El Aïoun,Morocco,Oriental,2550806
El Bagre,Colombia,Antioquia,3684945
El Bahay,Ethiopia,Somali,335425
el Baix Guinardó,Spain,Catalonia,11549774
El Banco,Colombia,Magdalena,3684917
El Bauga,Sudan,River Nile,379630
El Bayadh,Algeria,El Bayadh,2498543
el Besòs i el Maresme,Spain,Catalonia,11549814
El Bolsón,Argentina,Rio Negro,3858765
El Cafetal,Venezuela,Miranda,3803449
El Cajon,United States,California,5345529
el Camp d'en Grassot i Gràcia Nova,Spain,Catalonia,11549791
el Camp de l'Arpa del Clot,Spain,Catalonia,11549795
El Campello,Spain,Valencia,2520447
El Carmel,Spain,Catalonia,6545261
El Carmen de Bolívar,Colombia,Bolívar,3684666
El Carmen de Chucurí,Colombia,Santander,3684689
El Centro,United States,California,5345609
El Cerrito,Colombia,Valle del Cauca,3684615
El Cerrito,United States,California,5345623
El Charco,Colombia,Nariño,3684579
El Chorrillo,Panama,Panamá,3711125
el Clot,Spain,Catalonia,3124932
El Copey,Colombia,Cesar,3684452
El Crucero,Nicaragua,Managua Department,3619853
El Daein,Sudan,Eastern Darfur,380148
El Doncello,Colombia,Caquetá,3684276
El Dorado,United States,Arkansas,4109785
El Dorado,Venezuela,Bolívar,3643353
El Dorado Hills,United States,California,5345679
El Ejido,Spain,Andalusia,2518494
El Escorial,Spain,Madrid,3123504
El Estor,Guatemala,Izabal Department,3597078
El Eulma,Algeria,Sétif,2498392
El Fahs,Tunisia,Zaghouan Governorate,2468285
El Fasher,Sudan,Northern Darfur,379555
El Grao,Spain,Valencia,2518444
El Grullo,Mexico,Jalisco,4009697
el Guinardó,Spain,Catalonia,11549815
El Hadjar,Algeria,Annaba,2498183
El Hadjira,Algeria,Ouargla,2498172
El Hajeb,Morocco,Fès-Meknès,2550252
El Hamma,Tunisia,Gabès Governorate,2473747
El Hatillo,Venezuela,Miranda,3643031
el hed,Algeria,Béjaïa,2476412
El Idrissia,Algeria,Djelfa,2498000
El Jadid,Morocco,Casablanca-Settat,2550078
El Jem,Tunisia,Mahdia Governorate,2473654
El Kala,Algeria,El Tarf,2497988
El Kef,Tunisia,Kef Governorate,2473634
El Khroub,Algeria,Constantine,2497849
El Kseur,Algeria,Béjaïa,2497796
El Limón,Venezuela,Aragua,3642833
El Malah,Algeria,Aïn Témouchent,2497714
El Masnou,Spain,Catalonia,3117232
El Meghaier,Algeria,El Mghair,2497655
El Meniaa,Algeria,El Menia,2498305
El Mirage,United States,Arizona,5293996
El Monte,Chile,Santiago Metropolitan,3890949
El Monte,United States,California,5345743
El Obeid,Sudan,North Kordofan,379003
El Oued,Algeria,El Oued,2497411
El Palmar,Guatemala,Quetzaltenango,3596644
El Pao,Venezuela,Cojedes,3642260
El Paraíso,Honduras,El Paraíso Department,3610965
El Paso,United States,Texas,5520993
El Pedregal,Peru,Arequipa,12157092
el Poblenou,Spain,Catalonia,6545114
El Prat de Llobregat,Spain,Catalonia,3123329
El Progreso,Honduras,Yoro Department,3610613
El Pueblito,Mexico,Querétaro,3980187
El Puerto de Santa María,Spain,Andalusia,2518207
el Putxet i el Farró,Spain,Catalonia,11549777
El Quince,Mexico,Jalisco,4008224
el Raval,Spain,Catalonia,3123673
El Reno,United States,Oklahoma,4535783
El Retén,Colombia,Magdalena,3683233
El Rosario,Mexico,Sinaloa,3988416
El Salto,Mexico,Durango,4007673
El Salto,Mexico,Jalisco,4007682
El Salto,Mexico,Jalisco,4007684
El Segundo,United States,California,5345860
El Soberbio,Argentina,Misiones,3434291
El Sombrero,Venezuela,Guárico,3641440
El Tarf,Algeria,El Tarf,2497323
El Tejar,Guatemala,Chimaltenango,3596041
El Tigre,Venezuela,Anzoátegui,3641351
El Tocuyo,Venezuela,Lara,3641275
El Torno,Bolivia,Santa Cruz Department,3904666
El Triunfo,Ecuador,Guayas,3658053
el Turó de la Peira,Spain,Catalonia,11549813
El Vendrell,Spain,Catalonia,3106180
El Viejo,Nicaragua,Chinandega,3619267
El Vigía,Venezuela,Mérida,3641099
El Viso del Alcor,Spain,Andalusia,2518040
El Zulia,Colombia,Norte de Santander Department,3682682
Elamanchili,India,Andhra Pradesh,1272084
Elazığ,Turkey,Elazığ,315808
Elbasan,Albania,Elbasan County,783263
Elbeuf,France,Normandy,3020307
Elbistan,Turkey,Kahramanmaraş,315795
Elbląg,Poland,Warmia-Masuria,3099759
Elburg,Netherlands,Gelderland,2756232
Elche,Spain,Valencia,2518559
Elda,Spain,Valencia,2518505
Eldersburg,United States,Maryland,4354163
Eldoret,Kenya,Uasin Gishu,198629
Elefsína,Greece,Attica,262752
Elefthério - Kordelió,Greece,Central Macedonia,736336
Elektrogorsk,Russia,Moscow Oblast,563524
Elektrostal’,Russia,Moscow Oblast,563523
Elektrougli,Russia,Moscow Oblast,563522
Elele,Nigeria,Rivers,2343512
Eleşkirt,Turkey,Ağrı,315758
Elgin,United Kingdom,Scotland,2650122
Elgin,United States,Illinois,4890864
Elista,Russia,Kalmykiya Republic,563514
Elixku,China,Xinjiang,1281278
Elizabeth,United States,New Jersey,5097598
Elizabeth City,United States,North Carolina,4465088
Elizabethtown,United States,Kentucky,4290988
Elk Grove,United States,California,5346111
Elk Grove Village,United States,Illinois,4890925
Elk River,United States,Minnesota,5025471
Elkhart,United States,Indiana,4919987
Elko,United States,Nevada,5703670
Elkridge,United States,Maryland,4354256
Elkton,United States,Maryland,4354234
Elland,United Kingdom,England,2650110
Ellenabad,India,Haryana,1272061
Ellenbrook,Australia,Western Australia,8348596
Ellendale,United States,Tennessee,4620732
Ellensburg,United States,Washington,5793639
Ellesmere Port Town,United Kingdom,England,2650096
Ellicott City,United States,Maryland,4354265
Ellinikó,Greece,Attica,262719
Ellore,India,Andhra Pradesh,1272051
Ellwangen,Germany,Baden-Wurttemberg,2930889
Elmadağ,Turkey,Ankara,315720
Elmalı,Turkey,Antalya,315697
Elmhurst,United States,Illinois,4891010
Elmhurst,United States,New York,5116495
Elmina,Ghana,Central,2301190
Elmira,United States,New York,5116497
Elmont,United States,New York,5116508
Elmshorn,Germany,Schleswig-Holstein,2930821
Elmwood Park,United States,Illinois,4891051
Elmwood Park,United States,New Jersey,5097627
Elorza,Venezuela,Apure,3642390
Eloy,United States,Arizona,5294167
Eloy Alfaro,Ecuador,Guayas,3658192
Elsdorf,Germany,North Rhine-Westphalia,2930778
Elst,Netherlands,Gelderland,2756161
Eltham,Australia,Victoria,2167445
Eltham,United Kingdom,England,2650042
Eltville,Germany,Hesse,2930646
Elwood,Australia,Victoria,7932620
Ely,United Kingdom,England,2650023
Elyria,United States,Ohio,5153207
Elói Mendes,Brazil,Minas Gerais,3464329
Elūr,India,Kerala,1272052
El‘ad,Israel,Central District,8428480
Emalahleni,South Africa,Mpumalanga,939270
Eman,China,Hainan,1811737
eMbalenhle,South Africa,Mpumalanga,1005646
Embalse,Argentina,Cordoba,3856235
Embarcación,Argentina,Salta,3856231
Embi,Kazakhstan,Aqtöbe,609924
Embu,Brazil,São Paulo,3464305
Embu,Kenya,Embu,198476
Embu Guaçu,Brazil,São Paulo,3464304
Emden,Germany,Lower Saxony,2930596
Emerson Hill,United States,New York,5116570
Emet,Turkey,Kütahya,315639
Emiliano Zapata,Mexico,Morelos,3527879
Emiliano Zapata,Mexico,Chiapas,3527880
Emiliano Zapata,Mexico,México,8858099
Emin,China,Xinjiang,1529522
Eminabad,Pakistan,Punjab,1179406
Eminönü,Turkey,Istanbul,747538
Emirdağ,Turkey,Afyonkarahisar Province,315621
eMkhomazi,South Africa,KwaZulu-Natal,946128
Emmeloord,Netherlands,Flevoland,2756139
Emmen,Switzerland,Lucerne,2660911
Emmen,Netherlands,Drenthe,2756136
Emmendingen,Germany,Baden-Wurttemberg,2930523
Emmerich,Germany,North Rhine-Westphalia,2930509
Emmiganūr,India,Andhra Pradesh,1272045
Empalme,Mexico,Sonora,4006806
Empangeni,South Africa,KwaZulu-Natal,1005544
Empoli,Italy,Tuscany,3177400
Emporia,United States,Kansas,4271086
Emsdetten,Germany,North Rhine-Westphalia,2930449
Emsworth,United Kingdom,England,2650004
Emure-Ekiti,Nigeria,Ekiti,2343299
En Nâqoûra,Lebanon,South Governorate,278832
